config,n_platforms,rho_e,alpha,iteration,platform_id,mean_homogeneity,fraction_enclaved,settling_step,n_disruptions,mean_recovery_steps
exp2_np27_rho005_alpha10,27,0.05,10,138,911,0.9952447552447552,0.99,1,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,138,914,0.9685639086403792,0.9,16,0,
exp2_np27_rho005_alpha10,27,0.05,10,138,925,0.9527911949313412,0.82,1,8,2.25
exp2_np27_rho005_alpha10,27,0.05,10,138,926,0.9738965107819597,0.89,35,0,
exp2_np27_rho005_alpha10,27,0.05,10,136,901,0.9776259769642124,0.9,18,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,136,902,0.9407732643173822,0.74,,0,
exp2_np27_rho005_alpha10,27,0.05,10,136,903,0.9611991341991343,0.89,1,7,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,136,909,0.9487730463980464,0.8,43,0,
exp2_np27_rho005_alpha10,27,0.05,10,136,914,0.9456380457777516,0.82,31,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,136,915,0.936730719280719,0.73,,0,
exp2_np27_rho005_alpha10,27,0.05,10,136,920,0.9039694861830411,0.67,61,5,1.2
exp2_np27_rho005_alpha10,27,0.05,10,136,925,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,136,926,0.9270817818867692,0.67,80,0,
exp2_np27_rho005_alpha10,27,0.05,10,140,901,0.9380947720580073,0.73,31,11,1.6363636363636365
exp2_np27_rho005_alpha10,27,0.05,10,140,903,0.9344021598456584,0.7,44,7,1.7142857142857142
exp2_np27_rho005_alpha10,27,0.05,10,140,905,0.9290017845716375,0.76,63,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,140,906,0.9894627192982456,0.96,1,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,140,913,0.9620808417073122,0.89,1,7,1.5714285714285714
exp2_np27_rho005_alpha10,27,0.05,10,140,918,0.949583017830696,0.86,25,4,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,140,921,0.9275539422995306,0.71,33,12,1.5833333333333333
exp2_np27_rho005_alpha10,27,0.05,10,140,926,0.9377410387319862,0.79,5,13,1.4615384615384615
exp2_np27_rho005_alpha10,27,0.05,10,140,927,0.9101158505622193,0.61,33,16,1.4666666666666666
exp2_np27_rho005_alpha10,27,0.05,10,141,901,0.9434256565158269,0.74,9,13,1.7692307692307692
exp2_np27_rho005_alpha10,27,0.05,10,141,902,0.9303183313934088,0.66,,0,
exp2_np27_rho005_alpha10,27,0.05,10,141,908,0.9318036929456031,0.8,1,8,2.5
exp2_np27_rho005_alpha10,27,0.05,10,141,910,0.9836227106227107,0.93,16,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,141,912,0.9646055962366704,0.88,48,0,
exp2_np27_rho005_alpha10,27,0.05,10,141,916,0.9208550626360222,0.6,,0,
exp2_np27_rho005_alpha10,27,0.05,10,141,919,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,141,923,0.9663761891703068,0.86,60,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,141,924,0.8598940751371091,0.51,,0,
exp2_np27_rho005_alpha10,27,0.05,10,139,902,0.9309441361442136,0.7,7,19,1.4444444444444444
exp2_np27_rho005_alpha10,27,0.05,10,139,906,0.9151229812499163,0.74,45,3,2.0
exp2_np27_rho005_alpha10,27,0.05,10,139,908,0.889529930324906,0.53,10,13,3.3076923076923075
exp2_np27_rho005_alpha10,27,0.05,10,139,912,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,139,915,0.9376868686868687,0.73,71,0,
exp2_np27_rho005_alpha10,27,0.05,10,139,922,0.9046569408982755,0.66,47,6,1.8333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,139,923,0.9157483272661291,0.65,61,4,1.75
exp2_np27_rho005_alpha10,27,0.05,10,139,924,0.9244763527535266,0.7,24,13,2.0
exp2_np27_rho005_alpha10,27,0.05,10,139,925,0.8850926709981475,0.5,,0,
exp2_np27_rho005_alpha10,27,0.05,10,142,904,0.9722781760722937,0.88,1,10,1.2222222222222223
exp2_np27_rho005_alpha10,27,0.05,10,142,907,0.9579967108055344,0.81,35,7,1.0
exp2_np27_rho005_alpha10,27,0.05,10,142,910,0.9589682539682539,0.89,1,7,1.5714285714285714
exp2_np27_rho005_alpha10,27,0.05,10,142,911,0.9436860639360641,0.75,,0,
exp2_np27_rho005_alpha10,27,0.05,10,142,912,0.9602941254651782,0.85,1,11,1.3636363636363635
exp2_np27_rho005_alpha10,27,0.05,10,142,921,0.9650377166692956,0.91,20,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,142,923,0.9290069483320258,0.68,,0,
exp2_np27_rho005_alpha10,27,0.05,10,142,924,0.9508362474205623,0.86,12,5,1.4
exp2_np27_rho005_alpha10,27,0.05,10,142,926,0.9154537677235046,0.76,12,11,1.6
exp2_np27_rho005_alpha10,27,0.05,10,143,903,0.9714958903841259,0.87,28,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,143,905,0.9415136781862787,0.8,1,10,2.0
exp2_np27_rho005_alpha10,27,0.05,10,143,908,0.9306686014364033,0.71,83,2,5.0
exp2_np27_rho005_alpha10,27,0.05,10,143,909,0.9817433155080215,0.95,1,3,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,143,910,0.8793834360084359,0.51,,0,
exp2_np27_rho005_alpha10,27,0.05,10,143,911,0.9488179910881958,0.81,7,11,1.2727272727272727
exp2_np27_rho005_alpha10,27,0.05,10,143,915,0.8973108394873103,0.6,64,6,1.5
exp2_np27_rho005_alpha10,27,0.05,10,143,918,0.9670713012477716,0.89,1,6,1.8333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,143,920,0.9836958041958042,0.92,1,6,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,144,903,0.9188210513256954,0.58,,0,
exp2_np27_rho005_alpha10,27,0.05,10,144,905,0.9515738387429563,0.8,35,5,1.2
exp2_np27_rho005_alpha10,27,0.05,10,144,906,0.9873599178599178,0.93,22,0,
exp2_np27_rho005_alpha10,27,0.05,10,144,907,0.9740898268398268,0.89,1,8,1.375
exp2_np27_rho005_alpha10,27,0.05,10,144,912,0.9424854867354867,0.67,,0,
exp2_np27_rho005_alpha10,27,0.05,10,144,913,0.9879826839826841,0.96,1,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,144,915,0.938722496672574,0.78,10,13,1.5
exp2_np27_rho005_alpha10,27,0.05,10,144,918,0.9474366777942254,0.79,27,8,1.0
exp2_np27_rho005_alpha10,27,0.05,10,144,926,0.9315803281685635,0.71,59,5,1.0
exp2_np27_rho005_alpha10,27,0.05,10,145,901,0.9355268156594008,0.72,39,0,
exp2_np27_rho005_alpha10,27,0.05,10,145,904,0.9509894549894551,0.76,59,9,1.2222222222222223
exp2_np27_rho005_alpha10,27,0.05,10,145,906,0.9363767033221534,0.76,32,10,1.5555555555555556
exp2_np27_rho005_alpha10,27,0.05,10,145,908,0.9809275952805365,0.94,1,4,1.5
exp2_np27_rho005_alpha10,27,0.05,10,145,912,0.969540469334587,0.86,14,10,1.2
exp2_np27_rho005_alpha10,27,0.05,10,145,915,0.9585151772891711,0.87,27,1,3.0
exp2_np27_rho005_alpha10,27,0.05,10,145,916,0.9089960886356431,0.61,77,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,145,917,0.9901866846603689,0.95,14,0,
exp2_np27_rho005_alpha10,27,0.05,10,145,926,0.9456077495775638,0.79,47,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,146,902,0.9782314713064713,0.93,30,0,
exp2_np27_rho005_alpha10,27,0.05,10,146,908,0.9716890117004435,0.86,43,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,146,909,0.9066248771867967,0.61,,0,
exp2_np27_rho005_alpha10,27,0.05,10,146,913,0.9669638869902027,0.9,1,6,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,146,917,0.9211171304223364,0.69,60,4,2.5
exp2_np27_rho005_alpha10,27,0.05,10,146,918,0.9179262971568487,0.78,2,10,2.1
exp2_np27_rho005_alpha10,27,0.05,10,146,920,0.9691044388662357,0.9,17,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,146,921,0.9558227196929243,0.81,26,14,1.0
exp2_np27_rho005_alpha10,27,0.05,10,146,924,0.9632448066639244,0.81,1,16,1.1875
exp2_np27_rho005_alpha10,27,0.05,10,147,903,0.9436310274692628,0.75,64,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,147,904,0.9375619658119657,0.79,39,2,5.0
exp2_np27_rho005_alpha10,27,0.05,10,147,905,0.9358439301926144,0.73,50,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,147,906,0.99375,0.98,1,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,147,907,0.9638034007760685,0.9292929292929293,1,4,1.75
exp2_np27_rho005_alpha10,27,0.05,10,147,908,0.9446448273948275,0.84,7,8,1.625
exp2_np27_rho005_alpha10,27,0.05,10,147,910,0.9760410641989589,0.92,9,3,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,147,913,0.9231631073175192,0.78,10,13,1.3846153846153846
exp2_np27_rho005_alpha10,27,0.05,10,147,919,0.9238576423576425,0.67,91,0,
exp2_np27_rho005_alpha10,27,0.05,10,148,901,0.9355857046589313,0.77,64,0,
exp2_np27_rho005_alpha10,27,0.05,10,148,902,0.9910227272727272,0.97,1,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,148,909,0.9658742368742368,0.89,21,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,148,910,0.9247937947129126,0.7,50,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,148,916,0.9449815621504675,0.71,32,7,1.4285714285714286
exp2_np27_rho005_alpha10,27,0.05,10,148,919,0.8897949479141429,0.48,,0,
exp2_np27_rho005_alpha10,27,0.05,10,148,920,0.9423373673259929,0.75,89,0,
exp2_np27_rho005_alpha10,27,0.05,10,148,924,0.9853995249735615,0.96,1,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,148,925,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,150,904,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,150,905,0.968540364047717,0.89,1,7,1.5714285714285714
exp2_np27_rho005_alpha10,27,0.05,10,150,913,0.9307817007553851,0.7,65,9,1.125
exp2_np27_rho005_alpha10,27,0.05,10,150,915,0.9679660062160061,0.86,24,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,150,916,0.9816957348207349,0.95,1,5,1.0
exp2_np27_rho005_alpha10,27,0.05,10,150,919,0.9363238073416091,0.67,,0,
exp2_np27_rho005_alpha10,27,0.05,10,150,920,0.9296763098013099,0.73,58,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,150,925,0.9167854235596163,0.69,42,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,150,927,0.9405325744516921,0.78,17,14,1.2142857142857142
exp2_np27_rho005_alpha10,27,0.05,10,149,902,0.8860513399008823,0.58,72,5,2.0
exp2_np27_rho005_alpha10,27,0.05,10,149,907,0.9692551892551893,0.85,1,13,1.1538461538461537
exp2_np27_rho005_alpha10,27,0.05,10,149,910,0.9972307692307691,0.99,1,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,149,911,0.9202498457854495,0.71,82,0,
exp2_np27_rho005_alpha10,27,0.05,10,149,913,0.9897539682539683,0.95,1,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,149,915,0.9696368370191901,0.89,1,7,1.5714285714285714
exp2_np27_rho005_alpha10,27,0.05,10,149,918,0.9677765151515152,0.89,15,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,149,924,0.9607261624340572,0.86,1,9,1.5555555555555556
exp2_np27_rho005_alpha10,27,0.05,10,149,926,0.963805349062702,0.88,16,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,152,901,0.9771889268626112,0.92,1,4,2.0
exp2_np27_rho005_alpha10,27,0.05,10,152,904,0.9679981684981684,0.88,23,0,
exp2_np27_rho005_alpha10,27,0.05,10,152,911,0.9483624550830433,0.78,63,0,
exp2_np27_rho005_alpha10,27,0.05,10,152,915,0.9524348290598291,0.81,36,2,2.5
exp2_np27_rho005_alpha10,27,0.05,10,152,917,0.9699659280777702,0.87,14,10,1.1
exp2_np27_rho005_alpha10,27,0.05,10,152,921,0.9357972005249415,0.7,16,17,1.2352941176470589
exp2_np27_rho005_alpha10,27,0.05,10,152,923,0.982986969234681,0.93,27,0,
exp2_np27_rho005_alpha10,27,0.05,10,152,924,0.9404612568803745,0.76,26,11,1.6363636363636365
exp2_np27_rho005_alpha10,27,0.05,10,152,926,0.9776009739053216,0.93,1,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,151,903,0.9579421966921967,0.79,25,12,1.4166666666666667
exp2_np27_rho005_alpha10,27,0.05,10,151,906,0.9701752569326098,0.91,3,8,1.0
exp2_np27_rho005_alpha10,27,0.05,10,151,907,0.9933333333333334,0.98,1,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,151,909,0.9885964912280701,0.97,1,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,151,916,0.9643467880159057,0.8,1,17,1.1875
exp2_np27_rho005_alpha10,27,0.05,10,151,918,0.9524207706208482,0.83,30,8,1.5
exp2_np27_rho005_alpha10,27,0.05,10,151,925,0.9673576978576978,0.87,15,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,151,926,0.9672720875742615,0.84,39,0,
exp2_np27_rho005_alpha10,27,0.05,10,151,927,0.9207331475713828,0.67,,0,
exp2_np27_rho005_alpha10,27,0.05,10,154,906,0.9670928606996719,0.91,1,7,1.2857142857142858
exp2_np27_rho005_alpha10,27,0.05,10,154,907,0.9949300699300698,0.99,1,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,154,909,0.9510783040488923,0.86,28,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,154,910,0.951744185994186,0.8,45,3,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,154,913,0.9250901308658661,0.71,49,3,2.3333333333333335
exp2_np27_rho005_alpha10,27,0.05,10,154,914,0.9518577964918222,0.84,32,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,154,915,0.9876603174603175,0.97,1,1,3.0
exp2_np27_rho005_alpha10,27,0.05,10,154,923,0.927428236724912,0.65,81,0,
exp2_np27_rho005_alpha10,27,0.05,10,154,924,0.9740163848019886,0.87,35,0,
exp2_np27_rho005_alpha10,27,0.05,10,153,901,0.9225306115453175,0.65,56,8,1.25
exp2_np27_rho005_alpha10,27,0.05,10,153,904,0.8911963223051458,0.57,84,0,
exp2_np27_rho005_alpha10,27,0.05,10,153,912,0.9166802393400859,0.75,88,0,
exp2_np27_rho005_alpha10,27,0.05,10,153,914,0.9225680384430385,0.74,66,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,153,916,0.9657610363492717,0.85,30,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,153,921,0.9552021132462309,0.85,6,11,1.0
exp2_np27_rho005_alpha10,27,0.05,10,153,923,0.9511805382029168,0.82,1,16,1.125
exp2_np27_rho005_alpha10,27,0.05,10,153,924,0.9852142857142857,0.96,7,0,
exp2_np27_rho005_alpha10,27,0.05,10,153,926,0.948936582208641,0.76,44,0,
exp2_np27_rho005_alpha10,27,0.05,10,156,901,0.9655327362695785,0.87,24,8,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,156,906,0.9507369793059727,0.8,31,7,2.0
exp2_np27_rho005_alpha10,27,0.05,10,156,907,0.888860403337732,0.47,,0,
exp2_np27_rho005_alpha10,27,0.05,10,156,912,0.9323218203365262,0.78,1,14,1.5714285714285714
exp2_np27_rho005_alpha10,27,0.05,10,156,915,0.9224756277348384,0.74,29,6,1.2
exp2_np27_rho005_alpha10,27,0.05,10,156,916,0.9576861643258703,0.82,89,0,
exp2_np27_rho005_alpha10,27,0.05,10,156,919,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,156,925,0.9650889486330664,0.84,1,15,1.0666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,156,926,0.9728196248196249,0.92,16,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,155,906,0.9605266179898533,0.84,1,14,1.0769230769230769
exp2_np27_rho005_alpha10,27,0.05,10,155,910,0.9123673646614823,0.64,,0,
exp2_np27_rho005_alpha10,27,0.05,10,155,911,0.8932183943507473,0.64,1,22,1.6363636363636365
exp2_np27_rho005_alpha10,27,0.05,10,155,912,0.9237859085077647,0.77,1,13,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,155,918,0.9852222222222221,0.94,9,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,155,919,0.9127559641268082,0.68,80,0,
exp2_np27_rho005_alpha10,27,0.05,10,155,920,0.9666368821237242,0.84,23,10,1.1
exp2_np27_rho005_alpha10,27,0.05,10,155,924,0.9759567932067932,0.91,13,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,155,925,0.9676454884984297,0.89,31,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,157,901,0.9407948915269383,0.76,59,0,
exp2_np27_rho005_alpha10,27,0.05,10,157,909,0.930824272219009,0.79,49,1,3.0
exp2_np27_rho005_alpha10,27,0.05,10,157,912,0.9098491217388276,0.65,,0,
exp2_np27_rho005_alpha10,27,0.05,10,157,915,0.9702158687932345,0.86,37,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,157,916,0.9844992784992787,0.95,2,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,157,917,0.938913634611003,0.81,20,10,1.4
exp2_np27_rho005_alpha10,27,0.05,10,157,919,0.9943800186741363,0.99,9,0,
exp2_np27_rho005_alpha10,27,0.05,10,157,921,0.9483921036574489,0.82,14,9,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,157,924,0.9722273004773004,0.91,14,1,3.0
exp2_np27_rho005_alpha10,27,0.05,10,159,904,0.9689934640522876,0.9,32,0,
exp2_np27_rho005_alpha10,27,0.05,10,159,909,0.988062950937951,0.95,2,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,159,915,0.8994911659118315,0.67,35,14,1.1538461538461537
exp2_np27_rho005_alpha10,27,0.05,10,159,916,0.9956372549019608,0.99,1,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,159,920,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,159,922,0.9680097778038954,0.85,28,9,1.1111111111111112
exp2_np27_rho005_alpha10,27,0.05,10,159,925,0.9066192257060679,0.56,,0,
exp2_np27_rho005_alpha10,27,0.05,10,159,926,0.9433508609960656,0.79,1,13,1.6153846153846154
exp2_np27_rho005_alpha10,27,0.05,10,159,927,0.9314977799977798,0.73,38,8,1.125
exp2_np27_rho005_alpha10,27,0.05,10,158,904,0.9094835175144772,0.7,3,20,1.4210526315789473
exp2_np27_rho005_alpha10,27,0.05,10,158,905,0.9460226356718615,0.83,22,2,3.0
exp2_np27_rho005_alpha10,27,0.05,10,158,906,0.9313216797822063,0.79,11,13,1.4615384615384615
exp2_np27_rho005_alpha10,27,0.05,10,158,908,0.9496663865546219,0.81,59,0,
exp2_np27_rho005_alpha10,27,0.05,10,158,909,0.9843412698412699,0.93,12,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,158,910,0.9549297924297925,0.82,1,16,1.125
exp2_np27_rho005_alpha10,27,0.05,10,158,914,0.9822313895255073,0.92,1,6,1.2
exp2_np27_rho005_alpha10,27,0.05,10,158,915,0.9189132395382396,0.71,32,12,1.2727272727272727
exp2_np27_rho005_alpha10,27,0.05,10,158,923,0.9648879927262282,0.81,1,15,1.2666666666666666
exp2_np27_rho005_alpha10,27,0.05,10,160,901,0.9838399753840931,0.92,6,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,160,903,0.9299428084815082,0.74,48,3,2.3333333333333335
exp2_np27_rho005_alpha10,27,0.05,10,160,908,0.9337743381649412,0.72,,0,
exp2_np27_rho005_alpha10,27,0.05,10,160,916,0.9744802425835034,0.9,1,9,1.1111111111111112
exp2_np27_rho005_alpha10,27,0.05,10,160,919,0.9569569184085313,0.86,46,0,
exp2_np27_rho005_alpha10,27,0.05,10,160,920,0.9628288020608486,0.79,9,16,1.2
exp2_np27_rho005_alpha10,27,0.05,10,160,924,0.9599830261906921,0.87,33,3,1.5
exp2_np27_rho005_alpha10,27,0.05,10,160,925,0.9769582590612003,0.92,3,3,2.3333333333333335
exp2_np27_rho005_alpha10,27,0.05,10,160,927,0.9686817863509041,0.89,29,3,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,161,903,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,161,905,0.9686905553596731,0.87,14,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,161,906,0.9588636001679479,0.86,28,0,
exp2_np27_rho005_alpha10,27,0.05,10,161,913,0.9668744866244867,0.85,1,15,1.0
exp2_np27_rho005_alpha10,27,0.05,10,161,917,0.9510074916913154,0.81,19,7,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,161,921,0.964787264206382,0.85,20,10,1.2
exp2_np27_rho005_alpha10,27,0.05,10,161,924,0.9353116010236753,0.79,1,14,1.5
exp2_np27_rho005_alpha10,27,0.05,10,161,926,0.9938766233766233,0.96,1,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,161,927,0.9357703305914707,0.67,73,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,162,906,0.9685107621996167,0.84,24,7,1.2857142857142858
exp2_np27_rho005_alpha10,27,0.05,10,162,911,0.992568134822167,0.98,1,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,162,912,0.9580396731330371,0.79,38,0,
exp2_np27_rho005_alpha10,27,0.05,10,162,914,0.9373378902659089,0.79,57,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,162,915,0.928117185755421,0.7,42,12,1.25
exp2_np27_rho005_alpha10,27,0.05,10,162,920,0.930594707665915,0.82,1,11,1.6363636363636365
exp2_np27_rho005_alpha10,27,0.05,10,162,921,0.9934999999999999,0.98,1,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,162,922,0.9854832944832945,0.93,3,3,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,162,924,0.9552771586895628,0.87,1,10,1.3
exp2_np27_rho005_alpha10,27,0.05,10,163,902,0.9844972723428494,0.96,1,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,163,904,0.9734545038295037,0.91,14,2,2.5
exp2_np27_rho005_alpha10,27,0.05,10,163,909,0.9196717264217265,0.57,,0,
exp2_np27_rho005_alpha10,27,0.05,10,163,910,0.9497046943630099,0.84,1,9,1.7777777777777777
exp2_np27_rho005_alpha10,27,0.05,10,163,911,0.9726012876442444,0.89,25,0,
exp2_np27_rho005_alpha10,27,0.05,10,163,913,0.9849375361480626,0.93,29,0,
exp2_np27_rho005_alpha10,27,0.05,10,163,920,0.9098547178225971,0.57,,0,
exp2_np27_rho005_alpha10,27,0.05,10,163,923,0.9732198889819859,0.91,1,5,1.8
exp2_np27_rho005_alpha10,27,0.05,10,163,925,0.9588010992275698,0.88,11,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,165,904,0.9547405616485338,0.82,42,1,5.0
exp2_np27_rho005_alpha10,27,0.05,10,165,906,0.9518373192682792,0.87,1,8,1.625
exp2_np27_rho005_alpha10,27,0.05,10,165,907,0.9382550505050503,0.81,39,3,2.0
exp2_np27_rho005_alpha10,27,0.05,10,165,910,0.9557891845426676,0.77,6,13,1.3846153846153846
exp2_np27_rho005_alpha10,27,0.05,10,165,915,0.9794854128786017,0.94,18,0,
exp2_np27_rho005_alpha10,27,0.05,10,165,916,0.9376395559205157,0.69,60,6,1.0
exp2_np27_rho005_alpha10,27,0.05,10,165,917,0.9256796871429225,0.66,,0,
exp2_np27_rho005_alpha10,27,0.05,10,165,921,0.9863932236064589,0.95,1,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,165,922,0.9886346986346985,0.95,1,3,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,166,906,0.9086699932334608,0.59,63,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,166,908,0.9368833300920282,0.68,75,4,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,166,909,0.920226774859128,0.63,,0,
exp2_np27_rho005_alpha10,27,0.05,10,166,911,0.9609357248358796,0.83,51,0,
exp2_np27_rho005_alpha10,27,0.05,10,166,917,0.9500998027170628,0.79,71,0,
exp2_np27_rho005_alpha10,27,0.05,10,166,920,0.9324248178721863,0.7,13,20,1.3
exp2_np27_rho005_alpha10,27,0.05,10,166,923,0.9512732352614706,0.79,64,0,
exp2_np27_rho005_alpha10,27,0.05,10,166,925,0.945263926433044,0.8,24,11,1.0909090909090908
exp2_np27_rho005_alpha10,27,0.05,10,166,927,0.9243882700632701,0.7,21,17,1.1764705882352942
exp2_np27_rho005_alpha10,27,0.05,10,164,903,0.9058837427192692,0.54,,0,
exp2_np27_rho005_alpha10,27,0.05,10,164,906,0.9687770562770563,0.87,33,0,
exp2_np27_rho005_alpha10,27,0.05,10,164,912,0.9620121212121212,0.86,1,11,1.2727272727272727
exp2_np27_rho005_alpha10,27,0.05,10,164,913,0.9533582039794541,0.81,7,9,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,164,915,0.9896439866269088,0.97,1,1,3.0
exp2_np27_rho005_alpha10,27,0.05,10,164,922,0.987,0.96,1,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,164,923,0.8935142912642914,0.65,61,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,164,925,0.9818809523809523,0.94,1,3,2.0
exp2_np27_rho005_alpha10,27,0.05,10,164,926,0.9609789393612924,0.83,47,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,167,901,0.9649089856222208,0.81,17,14,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,167,902,0.9682853592485945,0.87,1,10,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,167,904,0.9493201071094294,0.77,58,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,167,907,0.9250007594744437,0.64,77,0,
exp2_np27_rho005_alpha10,27,0.05,10,167,910,0.9564252544840781,0.84,25,7,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,167,913,0.9712305900621118,0.9,23,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,167,914,0.9782965512748121,0.89,54,0,
exp2_np27_rho005_alpha10,27,0.05,10,167,926,0.8906174590029853,0.54,,0,
exp2_np27_rho005_alpha10,27,0.05,10,167,927,0.9521542901542902,0.81,38,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,168,905,0.9062711014475721,0.64,,0,
exp2_np27_rho005_alpha10,27,0.05,10,168,907,0.8842130939236202,0.52,80,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,168,911,0.9602925467541836,0.87,33,0,
exp2_np27_rho005_alpha10,27,0.05,10,168,913,0.9510963317728024,0.79,14,12,1.25
exp2_np27_rho005_alpha10,27,0.05,10,168,914,0.9037749331870176,0.68,1,23,1.4090909090909092
